,Log_Key,Level,Feature,Structure,Information,Wording
87,org.apache.hadoop.hbase.master.balancer.StochasticLoadBalancer.balanceCluster448,info,"['<level>', 'info', '</level>', '<message>', 'Could', 'not', 'find', 'a', 'better', 'load', 'balance', 'plan.', 'Tried', '{}', 'different', 'configurations', 'in', '{},', 'and', 'did', 'not', 'find', 'anything', 'with', 'a', 'computed', 'cost', 'less', 'than', '{}', '</message>']",1,1,1
875,org.apache.hadoop.hbase.master.cleaner.CleanerChore.runCleaner221,info,"['<level>', 'info', '</level>', '<message>', 'Failed', 'to', 'traverse', 'and', 'delete', 'the', 'dir:', '{}', '</message>']",1,1,1
911,org.apache.hadoop.hbase.master.cleaner.DirScanPool.tryUpdatePoolSize112,info,"['<level>', 'info', '</level>', '<message>', 'Update', ""chore's"", 'pool', 'size', 'from', '{}', 'to', '{}', '</message>']",1,1,1
622,org.apache.hadoop.hbase.master.DrainingServerTracker.add97,info,"['<level>', 'info', '</level>', '<message>', 'Draining', 'RS', 'node', 'created,', 'adding', 'to', 'list', '[', '|', ']', '</message>']",1,1,1
623,org.apache.hadoop.hbase.master.DrainingServerTracker.nodeDeleted115,info,"['<level>', 'info', '</level>', '<message>', 'Draining', 'RS', 'node', 'deleted,', 'removing', 'from', 'list', '[', '|', ']', '</message>']",1,1,1
625,org.apache.hadoop.hbase.master.HMaster.initMobCleaner1280,info,"['<level>', 'info', '</level>', '<message>', 'The', 'period', 'is', '|', 'seconds,', 'MobCompactionChore', 'is', 'disabled', '</message>']",1,1,1
534,org.apache.hadoop.hbase.master.HMasterCommandLine.startMaster238,info,"['<level>', 'info', '</level>', '<message>', ""Won't"", 'bring', 'the', 'Master', 'up', 'as', 'a', 'shutdown', 'is', 'requested', '</message>']",1,1,1
627,org.apache.hadoop.hbase.master.MasterWalManager.getLogDirs315,info,"['<level>', 'info', '</level>', '<message>', 'Log', 'dir', 'for', 'server', '|', 'does', 'not', 'exist', '</message>']",1,1,1
483,org.apache.hadoop.hbase.master.RegionPlacementMaintainer.updateAssignmentPlanToRegionServers662,info,"['<level>', 'info', '</level>', '<message>', 'Start', 'to', 'update', 'the', 'region', 'servers', 'with', 'the', 'new', 'assignment', 'plan', '</message>']",1,1,1
913,org.apache.hadoop.hbase.master.replication.RefreshPeerProcedure.complete117,info,"['<level>', 'info', '</level>', '<message>', 'Refresh', 'peer', '{}', 'for', '{}', 'on', '{}', 'suceeded', '</message>']",1,1,1
914,org.apache.hadoop.hbase.master.replication.UpdatePeerConfigProcedure.postPeerModification197,info,"['<level>', 'info', '</level>', '<message>', 'Successfully', 'updated', 'peer', 'config', 'of', '{}', 'to', '{}', '</message>']",1,1,1
1705,org.apache.hadoop.hbase.MetaTableAccessor.deleteRegionInfos1865,info,"['<level>', 'info', '</level>', '<message>', 'Deleted', '{}', 'regions', 'from', 'META', '</message>']",1,1,1
2372,org.apache.hadoop.hbase.MiniHBaseCluster.killRegionServer281,info,"['<level>', 'info', '</level>', '<message>', 'Killing', '</message>']",1,0,1
2236,org.apache.hadoop.hbase.PerformanceEvaluationCommons.concurrentReads84,info,"['<level>', 'info', '</level>', '<message>', 'Test', 'took', '</message>']",1,0,1
2453,org.apache.hadoop.hbase.procedure.SimpleMasterProcedureManager.stop52,info,"['<level>', 'info', '</level>', '<message>', 'stop:', '</message>']",1,0,0
2233,org.apache.hadoop.hbase.procedure.SimpleRSProcedureManager.buildSubprocedure112,info,"['<level>', 'info', '</level>', '<message>', 'Building', 'procedure:', '</message>']",1,1,1
2508,org.apache.hadoop.hbase.procedure.SimpleRSProcedureManager.initialize60,info,"['<level>', 'info', '</level>', '<message>', 'Initialized:', '</message>']",1,0,1
2391,org.apache.hadoop.hbase.procedure.SimpleRSProcedureManager.start66,info,"['<level>', 'info', '</level>', '<message>', 'Started.', '</message>']",1,0,1
2454,org.apache.hadoop.hbase.procedure.SimpleRSProcedureManager.stop71,info,"['<level>', 'info', '</level>', '<message>', 'stop:', '</message>']",1,0,0
1102,org.apache.hadoop.hbase.procedure2.Procedure.doExecute959,info,"['<level>', 'info', '</level>', '<message>', '{}', 'bypassed,', 'returning', 'null', 'to', 'finish', 'it', '</message>']",1,1,1
2373,org.apache.hadoop.hbase.procedure2.ProcedureExecutor.stop624,info,"['<level>', 'info', '</level>', '<message>', 'Stopping', '</message>']",1,0,1
904,org.apache.hadoop.hbase.quotas.MasterQuotaManager.switchRpcThrottle374,info,"['<level>', 'info', '</level>', '<message>', '{}', 'switch', 'rpc', 'throttle', 'from', '{}', 'to', '{}', '</message>']",1,1,0
890,org.apache.hadoop.hbase.quotas.RegionServerSpaceQuotaManager.start74,info,"['<level>', 'info', '</level>', '<message>', 'Quota', 'support', 'disabled,', 'not', 'starting', 'space', 'quota', 'manager.', '</message>']",1,1,1
630,org.apache.hadoop.hbase.regionserver.ChunkCreator.onHeapMemoryTune453,info,"['<level>', 'info', '</level>', '<message>', '{}', 'max', 'count', 'for', 'chunks', 'increased', 'from', '{}', 'to', '{}', '</message>']",1,1,1
631,org.apache.hadoop.hbase.regionserver.ChunkCreator.onHeapMemoryTune459,info,"['<level>', 'info', '</level>', '<message>', '{}', 'max', 'count', 'for', 'chunks', 'decreased', 'from', '{}', 'to', '{}', '</message>']",1,1,1
1708,org.apache.hadoop.hbase.regionserver.CompactSplit.requestSplit232,info,"['<level>', 'info', '</level>', '<message>', 'Could', 'not', 'execute', 'split', 'for', '</message>']",1,1,1
241,org.apache.hadoop.hbase.regionserver.DataBlockEncodingTool.main739,info,"['<level>', 'info', '</level>', '<message>', 'Running', 'benchmark', '|', 'times.', '|', 'Excluding', 'the', 'first', '|', 'times', 'from', 'statistics.', '</message>']",1,1,1
2034,org.apache.hadoop.hbase.regionserver.DataBlockEncodingTool.verifyCodecs320,info,"['<level>', 'info', '</level>', '<message>', 'Verification', 'was', 'successful!', '</message>']",1,0,0
2471,org.apache.hadoop.hbase.regionserver.DefaultMemStore.main204,info,"['<level>', 'info', '</level>', '<message>', 'vmInputArguments=', '</message>']",0,0,0
315,org.apache.hadoop.hbase.regionserver.handler.AssignRegionHandler.process116,info,"['<level>', 'info', '</level>', '<message>', 'Receiving', 'OPEN', 'for', 'the', 'region:{},', 'which', 'we', 'are', 'trying', 'to', 'close,', 'try', 'again', 'after', '{}ms', '</message>']",0,1,1
1340,org.apache.hadoop.hbase.regionserver.HRegion.compact2227,info,"['<level>', 'info', '</level>', '<message>', 'Starting', 'compaction', 'of', '{}', 'in', '{}{}', '</message>']",0,1,1
1709,org.apache.hadoop.hbase.regionserver.HRegionServer.createRegionServerStatusStub2615,info,"['<level>', 'info', '</level>', '<message>', 'Master', ""isn't"", 'available', 'yet,', 'retrying', '</message>']",1,1,1
932,org.apache.hadoop.hbase.regionserver.MemStoreFlusher.logMsg775,info,"['<level>', 'info', '</level>', '<message>', 'Blocking', 'updates:', '{}', '{}', 'is', '>=', 'blocking', '{}', '</message>']",0,0,1
2451,org.apache.hadoop.hbase.regionserver.MemStoreFlusher.run382,info,"['<level>', 'info', '</level>', '<message>', 'exiting', '</message>']",1,1,0
2374,org.apache.hadoop.hbase.regionserver.RSRpcServices.flushRegion1706,info,"['<level>', 'info', '</level>', '<message>', 'Flushing', '</message>']",1,0,1
233,org.apache.hadoop.hbase.regionserver.StripeStoreFileManager.findExpiredFiles1038,info,"['<level>', 'info', '</level>', '<message>', 'Found', 'an', 'expired', 'store', 'file:', '|', 'whose', 'maxTimestamp', 'is', '|', ',', 'which', 'is', 'below', '</message>']",1,1,1
927,org.apache.hadoop.hbase.rsgroup.RSGroupAdminServer.balanceRSGroup441,info,"['<level>', 'info', '</level>', '<message>', 'Creating', 'partial', 'plan', 'for', 'table', '{}', ':', '{}', '</message>']",1,1,1
636,org.apache.hadoop.hbase.rsgroup.RSGroupAdminServer.moveServerRegionsFromGroup228,info,"['<level>', 'info', '</level>', '<message>', 'Server', '{}', 'has', 'no', 'more', 'regions', 'to', 'move', 'for', 'RSGroup', '</message>']",1,1,1
1096,org.apache.hadoop.hbase.snapshot.ExportSnapshot.copyData447,info,"['<level>', 'info', '</level>', '<message>', 'copy', 'completed', 'for', 'input=', '|', 'output=', '</message>']",1,1,0
1325,org.apache.hadoop.hbase.thrift.ThriftServer.getTHsHaServer548,info,"['<level>', 'info', '</level>', '<message>', 'starting', 'HBase', 'HsHA', 'Thrift', 'server', 'on', '</message>']",1,1,0
1326,org.apache.hadoop.hbase.thrift.ThriftServer.getTNonBlockingServer537,info,"['<level>', 'info', '</level>', '<message>', 'starting', 'HBase', 'Nonblocking', 'Thrift', 'server', 'on', '</message>']",1,1,0
1327,org.apache.hadoop.hbase.thrift.ThriftServer.getTThreadedSelectorServer565,info,"['<level>', 'info', '</level>', '<message>', 'starting', 'HBase', 'ThreadedSelector', 'Thrift', 'server', 'on', '</message>']",1,1,0
1328,org.apache.hadoop.hbase.thrift.ThriftServer.getTThreadPoolServer584,info,"['<level>', 'info', '</level>', '<message>', 'starting', 'HBase', 'ThreadPool', 'Thrift', 'server', 'on', '</message>']",1,1,0
1338,org.apache.hadoop.hbase.thrift.ThriftServer.setupHTTPServer420,info,"['<level>', 'info', '</level>', '<message>', 'Starting', 'Thrift', 'HTTP', 'Server', 'on', '{}', '</message>']",1,1,1
1329,org.apache.hadoop.hbase.thrift.ThriftServer.setupServer516,info,"['<level>', 'info', '</level>', '<message>', 'starting', 'HBase', '{}', 'server', 'on', '{}', '</message>']",1,1,0
1712,org.apache.hadoop.hbase.tool.Canary.doFilterRegionServerByName1610,info,"['<level>', 'info', '</level>', '<message>', 'No', 'RegionServerInfo', 'found,', 'regionServerPattern', '{}', '</message>']",1,1,1
1713,org.apache.hadoop.hbase.tool.Canary.doFilterRegionServerByName1616,info,"['<level>', 'info', '</level>', '<message>', 'No', 'RegionServerInfo', 'found,', 'regionServerName', '{}', '</message>']",1,1,1
1112,org.apache.hadoop.hbase.tool.Canary.publishReadTiming198,info,"['<level>', 'info', '</level>', '<message>', 'Read', 'from', '{}', 'on', '{}', 'in', '{}ms', '</message>']",0,1,1
1113,org.apache.hadoop.hbase.tool.Canary.publishReadTiming212,info,"['<level>', 'info', '</level>', '<message>', 'Read', 'from', '{}', 'on', '{}', 'in', '{}ms', '</message>']",0,1,1
929,org.apache.hadoop.hbase.tool.Canary.publishReadTiming237,info,"['<level>', 'info', '</level>', '<message>', 'Read', 'from', '{}', 'on', '{}', '{}', 'in', '{}ms', '</message>']",0,1,1
930,org.apache.hadoop.hbase.tool.Canary.publishWriteTiming255,info,"['<level>', 'info', '</level>', '<message>', 'Write', 'to', '{}', 'on', '{}', '{}', 'in', '{}ms', '</message>']",0,1,1
642,org.apache.hadoop.hbase.tool.Canary.run1168,info,"['<level>', 'info', '</level>', '<message>', 'Read', 'operation', 'for', '{}', 'took', '{}ms', '(Configured', 'read', 'timeout', '{}ms.', '</message>']",0,1,1
643,org.apache.hadoop.hbase.tool.Canary.run1178,info,"['<level>', 'info', '</level>', '<message>', 'Write', 'operation', 'for', '{}', 'took', '{}ms.', 'Configured', 'write', 'timeout', '{}ms.', '</message>']",0,1,1
1717,org.apache.hadoop.hbase.tool.HFileContentValidator.validateHFileContent71,info,"['<level>', 'info', '</level>', '<message>', 'Validating', 'HFile', 'contents', 'under', '{}', '</message>']",1,1,1
1718,org.apache.hadoop.hbase.tool.HFileContentValidator.validateHFileContent90,info,"['<level>', 'info', '</level>', '<message>', 'There', 'are', 'no', 'incompatible', 'HFiles.', '</message>']",1,1,1
1330,org.apache.hadoop.hbase.tool.LoadIncrementalHFiles.createTable886,info,"['<level>', 'info', '</level>', '<message>', 'Table', '|', 'is', 'available!!', '</message>']",1,1,0
2491,org.apache.hadoop.hbase.util.FSUtils.getRegionLocalityMappingFromFS1756,info,"['<level>', 'info', '</level>', '<message>', ' ', '</message>']",0,0,0
798,org.apache.hadoop.hbase.util.HBaseFsck.offlineHdfsIntegrityRepair677,info,"['<level>', 'info', '</level>', '<message>', 'Successfully', 'exiting', 'integrity', 'repairs', 'after', '|', 'iterations', '</message>']",1,1,1
352,org.apache.hadoop.hbase.util.HbckTableInfo.handleRegionStartKeyNotEmpty287,info,"['<level>', 'info', '</level>', '<message>', 'Table', 'region', 'start', 'key', 'was', 'not', 'empty.', 'Created', 'new', 'empty', 'region:', '|', '</message>']",1,1,1
2497,org.apache.hadoop.hbase.util.JvmPauseMonitor.run178,info,"['<level>', 'info', '</level>', '<message>', ' ', '</message>']",0,0,0
2455,org.apache.hadoop.hbase.util.MultiThreadedAction.printLocations511,info,"['<level>', 'info', '</level>', '<message>', 'LOCATION', '</message>']",1,0,0
2499,org.apache.hadoop.hbase.util.RegionSplitter.splitScan731,info,"['<level>', 'info', '</level>', '<message>', ' ', '</message>']",0,0,0
2500,org.apache.hadoop.hbase.util.ServerCommandLine.logHBaseConfigs101,info,"['<level>', 'info', '</level>', '<message>', ':', '</message>']",0,0,0
2501,org.apache.hadoop.hbase.wal.WALPerformanceEvaluation.verify440,info,"['<level>', 'info', '</level>', '<message>', 'seqid=', '</message>']",0,0,0
2502,org.apache.hadoop.hbase.wal.WALSplitter.splitLogFile331,info,"['<level>', 'info', '</level>', '<message>', ' ', '</message>']",0,0,0
2509,org.apache.hadoop.hbase.zookeeper.ZKUtil.createEphemeralNodeAndWatch969,info,"['<level>', 'info', '</level>', '<message>', 'Interrupted', '</message>']",1,0,1
1126,org.apache.jmeter.engine.ClientJMeterEngine.exit206,info,"['<level>', 'info', '</level>', '<message>', 'about', 'to', 'exit', 'remote', 'server', 'on', '{}', '</message>']",1,1,0
1980,org.apache.jmeter.engine.ClientJMeterEngine.runTest158,info,"['<level>', 'info', '</level>', '<message>', 'Sending', 'properties', '{}', '</message>']",1,0,1
1758,org.apache.jmeter.engine.ClientJMeterEngine.runTest167,info,"['<level>', 'info', '</level>', '<message>', 'sent', 'run', 'command', 'to', '{}', '</message>']",1,1,0
2179,org.apache.jmeter.engine.ClientJMeterEngine.tidyRMI196,info,"['<level>', 'info', '</level>', '<message>', 'Interrupting', '{}', '</message>']",1,0,1
86,org.apache.jmeter.engine.RemoteJMeterEngineImpl.init84,info,"['<level>', 'info', '</level>', '<message>', 'IP', 'address', 'is', 'a', 'site-local', 'address;', 'this', 'may', 'cause', 'problems', 'with', 'remote', 'access.', 'Can', 'be', 'overridden', 'by', 'defining', 'the', 'system', 'property', ""'java.rmi.server.hostname'"", '-', 'see', 'jmeter-server', 'script', 'file', '</message>']",1,1,1
2381,org.apache.jmeter.engine.RemoteJMeterEngineImpl.rexit191,info,"['<level>', 'info', '</level>', '<message>', 'Exiting', '</message>']",1,0,1
1971,org.apache.jmeter.engine.StandardJMeterEngine.exit569,info,"['<level>', 'info', '</level>', '<message>', 'Bye', 'from', '{}', '</message>']",1,1,0
1277,org.apache.jmeter.engine.StandardJMeterEngine.notifyTestListenersOfEnd226,info,"['<level>', 'info', '</level>', '<message>', 'Test', 'has', 'ended', 'on', 'host', '{}', '</message>']",1,1,1
377,org.apache.jmeter.engine.StandardJMeterEngine.run415,info,"['<level>', 'info', '</level>', '<message>', 'Waiting', 'for', 'setup', 'thread', 'group:', '{}', 'to', 'finish', 'before', 'starting', 'next', 'setup', 'group', '</message>']",1,1,1
485,org.apache.jmeter.engine.StandardJMeterEngine.run452,info,"['<level>', 'info', '</level>', '<message>', 'Waiting', 'for', 'thread', 'group:', '{}', 'to', 'finish', 'before', 'starting', 'next', 'group', '</message>']",1,1,1
1344,org.apache.jmeter.engine.StandardJMeterEngine.startThreadGroup509,info,"['<level>', 'info', '</level>', '<message>', 'Starting', '{}', 'threads', 'for', 'group', '{}.', '</message>']",1,1,1
2070,org.apache.jmeter.functions.LogFunction.logDetails170,info,"['<level>', 'info', '</level>', '<message>', '{}', '{}', '{}', '</message>']",0,0,0
2380,org.apache.jmeter.functions.StringFromFile.setParameters317,info,"['<level>', 'info', '</level>', '<message>', '{}', '</message>']",0,0,0
935,org.apache.jmeter.gui.action.HtmlReportGenerator.run87,info,"['<level>', 'info', '</level>', '<message>', 'The', 'HTML', 'report', 'generation', 'failed', 'and', 'returned:', '{}', '</message>']",1,1,1
2241,org.apache.jmeter.gui.action.Start.doAction119,info,"['<level>', 'info', '</level>', '<message>', 'Stopping', 'test', '</message>']",1,1,1
1115,org.apache.jmeter.gui.action.What.doAction76,info,"['<level>', 'info', '</level>', '<message>', 'Log', 'level', 'set', 'to', 'DEBUG', 'for', '{}', '</message>']",1,1,1
1116,org.apache.jmeter.gui.action.What.doAction80,info,"['<level>', 'info', '</level>', '<message>', 'Log', 'level', 'set', 'to', 'INFO', 'for', '{}', '</message>']",1,1,1
1117,org.apache.jmeter.gui.util.FileDialoger.setCurrentDirOnJFC215,info,"['<level>', 'info', '</level>', '<message>', 'No', 'valid', 'initial', 'directory', 'found', 'for:', '{}', '</message>']",1,1,1
1346,org.apache.jmeter.JMeter.initializeProperties865,info,"['<level>', 'info', '</level>', '<message>', 'Setting', 'System', 'properties', 'from', 'file:', '{}', '</message>']",1,1,1
2243,org.apache.jmeter.JMeter.start475,info,"['<level>', 'info', '</level>', '<message>', 'Version', '{}', '</message>']",1,0,1
2528,org.apache.jmeter.JMeter.start476,info,"['<level>', 'info', '</level>', '<message>', 'java.version={}', '</message>']",0,0,0
2529,org.apache.jmeter.JMeter.start477,info,"['<level>', 'info', '</level>', '<message>', 'java.vm.name={}', '</message>']",0,0,0
