System,ID,Callsite,Line,Level,Log,Structural,Information,Wording
HBase,4096,org.apache.hadoop.hbase.tool.Canary.publishReadTiming,237,info,java.lang.String(name)Read from {} on {} {} in {}ms-java.lang.String(name)region.getRegionNameAsString()-org.apache.hadoop.hbase.ServerName(name)serverName-java.lang.String(name)column.getNameAsString()-long(name)msTime,x,o,o
HBase,4091,org.apache.hadoop.hbase.tool.Canary.publishReadTiming,198,info,java.lang.String(name)Read from {} on {} in {}ms-java.lang.String(name)table-java.lang.String(name)server-long(name)msTime,x,o,o
HBase,4093,org.apache.hadoop.hbase.tool.Canary.publishReadTiming,212,info,java.lang.String(name)Read from {} on {} in {}ms-java.lang.String(name)znode-java.lang.String(name)server-long(name)msTime,x,o,o
HBase,4098,org.apache.hadoop.hbase.tool.Canary.publishWriteFailure,249,error,java.lang.String(name)Write to {} on {} {} failed-java.lang.String(name)region.getRegionNameAsString()-org.apache.hadoop.hbase.ServerName(name)serverName-java.lang.String(name)column.getNameAsString()-java.lang.Exception(name)e,x,o,o
HBase,4099,org.apache.hadoop.hbase.tool.Canary.publishWriteTiming,255,info,java.lang.String(name)Write to {} on {} {} in {}ms-java.lang.String(name)region.getRegionNameAsString()-org.apache.hadoop.hbase.ServerName(name)serverName-java.lang.String(name)column.getNameAsString()-long(name)msTime,x,o,o
HBase,4104,org.apache.hadoop.hbase.tool.Canary.read,402,debug,java.lang.String(name)Reading from {} {} {} {}-org.apache.hadoop.hbase.TableName(name)tableDesc.getTableName()-java.lang.String(name)region.getRegionNameAsString()-java.lang.String(name)column.getNameAsString()-java.lang.String(name)Bytes.toStringBinary(startKey),x,o,o
HBase,4120,org.apache.hadoop.hbase.tool.Canary.run,1165,error,java.lang.String(name)Read operation for {} took {}ms (Configured read timeout {}ms.-java.lang.String(name)tableName-java.lang.Long(name)actual-java.lang.Long(name)configured,x,o,o
HBase,4122,org.apache.hadoop.hbase.tool.Canary.run,1172,error,java.lang.String(name)Read operation for {} failed!-java.lang.String(name)tableName,o,o,o
HBase,4121,org.apache.hadoop.hbase.tool.Canary.run,1168,info,java.lang.String(name)Read operation for {} took {}ms (Configured read timeout {}ms.-java.lang.String(name)tableName-java.lang.Long(name)actual-java.lang.Long(name)configured,x,o,o
HBase,4123,org.apache.hadoop.hbase.tool.Canary.run,1178,info,java.lang.String(name)Write operation for {} took {}ms. Configured write timeout {}ms.-java.lang.String(name)writeTableStringName-long(name)actualWriteLatency-long(name)this.configuredWriteTableTimeout,x,o,o
HBase,4132,org.apache.hadoop.hbase.tool.Canary.sniff,1328,warn,java.lang.String(name)Table {} is not enabled-java.lang.String(name)tableName,o,o,o
HBase,4106,org.apache.hadoop.hbase.tool.Canary.write,456,debug,java.lang.String(name)Writing to {} {} {} {}-org.apache.hadoop.hbase.TableName(name)tableDesc.getTableName()-java.lang.String(name)region.getRegionNameAsString()-java.lang.String(name)column.getNameAsString()-java.lang.String(name)Bytes.toStringBinary(rowToCheck),x,o,o
HBase,4156,org.apache.hadoop.hbase.tool.HFileContentValidator.validateHFileContent,71,info,java.lang.String(name)Validating HFile contents under {}-org.apache.hadoop.fs.Path(name)archiveRootDir,o,o,o
HBase,4158,org.apache.hadoop.hbase.tool.HFileContentValidator.validateHFileContent,90,info,java.lang.String(name)There are no incompatible HFiles.,o,o,o
HBase,4077,org.apache.hadoop.hbase.tool.LoadIncrementalHFiles.cleanup,906,error,java.lang.String(name)err.toString(),x,x,x
HBase,4076,org.apache.hadoop.hbase.tool.LoadIncrementalHFiles.createTable,886,info,"java.lang.String(name)""Table "" + tableName + "" is available!!""",o,o,x
HBase,4061,org.apache.hadoop.hbase.tool.LoadIncrementalHFiles.groupOrSplitPhase,653,error,java.lang.String(name)Unexpected execution exception during splitting-java.util.concurrent.ExecutionException(name)e1,o,o,o
HBase,4062,org.apache.hadoop.hbase.tool.LoadIncrementalHFiles.groupOrSplitPhase,656,error,java.lang.String(name)Unexpected interrupted exception during splitting-java.lang.InterruptedException(name)e1,o,o,o
HBase,381,org.apache.hadoop.hbase.util.ClassSize.getSizeCoefficients,395,debug,"java.lang.String(name)"""" + index + "" ""+ aField.getName()+ "" ""+ aField.getType()",x,x,x
HBase,428,org.apache.hadoop.hbase.util.CommonFSUtils.hasCapability,1050,warn,"java.lang.String(name)Your Hadoop installation's StreamCapabilities implementation doesn't match our understanding of how it's supposed to work. Please file a JIRA and include the following stack trace. In the mean time we're interpreting this behavior difference as a lack of capability support, which will probably cause a failure.-java.lang.Exception(name)exception",o,o,o
HBase,419,org.apache.hadoop.hbase.util.CommonFSUtils.invokeSetStoragePolicy,639,debug,"java.lang.String(name)The underlying FileSystem implementation doesn't support setStoragePolicy. This is probably intentional on their part, since HDFS-9345 appears to be present in your version of Hadoop. For more information check the Hadoop documentation on 'ArchivalStorage', the Hadoop FileSystem specification docs from HADOOP-11981, and/or related documentation from the provider of the underlying FileSystem (its name should appear in the stacktrace that accompanies this message). Note in particular that Hadoop's local filesystem implementation doesn't support storage policies.-java.lang.Throwable(name)exception",o,o,o
HBase,413,org.apache.hadoop.hbase.util.CommonFSUtils.invokeSetStoragePolicy,600,warn,"java.lang.String(name)No access to setStoragePolicy on FileSystem from the SecurityManager; HDFS-6584, HDFS-9345 not available. This is unusual and probably warrants an email to the user@hbase mailing list. Please be sure to include a link to your configs, and logs that include this message and period of time before it. Logs around service start up will probably be useful as well.-java.lang.SecurityException(name)e",o,o,o
HBase,423,org.apache.hadoop.hbase.util.CommonFSUtils.logFSTree,811,debug,"java.lang.String(name)prefix + file.getPath().getName() + ""/""",x,x,x
HBase,4514,org.apache.hadoop.hbase.util.compaction.MajorCompactor.compactAndWait,224,error,"java.lang.String(name)""Not all store files were compacted, this may be due to the regionserver not "" + ""being aware of all store files. Will not reattempt compacting, "" + request",o,o,o
HBase,4507,org.apache.hadoop.hbase.util.compaction.MajorCompactor.shutdown,136,error,java.lang.String(name)builder.toString(),x,x,x
HBase,4303,org.apache.hadoop.hbase.util.FSHDFSUtils.checkIfTimedout,260,warn,"java.lang.String(name)""Cannot recoverLease after trying for "" + conf.getInt(""hbase.lease.recovery.timeout"",900000) + ""ms (hbase.lease.recovery.timeout); continuing, but may be DATALOSS!!!; ""+ getLogMessageDetail(nbAttempt,p,startWaiting)",o,o,x
HBase,4305,org.apache.hadoop.hbase.util.FSHDFSUtils.recoverLease,293,warn,"java.lang.String(name)getLogMessageDetail(nbAttempt,p,startWaiting)-java.io.IOException(name)e",x,x,x
HBase,4246,org.apache.hadoop.hbase.util.FSUtils.getRegionLocalityMappingFromFS,1756,info,java.lang.String(name)overheadMsg,x,x,x
HBase,4401,org.apache.hadoop.hbase.util.HBaseFsck.checkRegionBoundaries,968,error,java.lang.String(name)e.toString()-java.io.IOException(name)e,x,x,x
HBase,4400,org.apache.hadoop.hbase.util.HBaseFsck.checkRegionBoundaries,964,warn,java.lang.String(name)Objects.toString(currentRegionBoundariesInformation),x,x,x
HBase,4465,org.apache.hadoop.hbase.util.HBaseFsck.checkRegionConsistency,2252,warn,"java.lang.String(name)hri + "" start and stop keys are in the range of "" + region+ "". The region might not be cleaned up from hdfs when region ""+ region+ "" split failed. Hence deleting from hdfs.""",o,o,x
HBase,4398,org.apache.hadoop.hbase.util.HBaseFsck.close,862,warn,java.lang.String(name)io.toString()-java.lang.Exception(name)io,x,x,x
HBase,4386,org.apache.hadoop.hbase.util.HBaseFsck.connect,552,error,"java.lang.String(name)""Another instance of hbck is fixing HBase, exiting this instance. "" + ""[If you are sure no other instance is running, delete the lock file "" + HBCK_LOCK_PATH + "" and rerun the tool]""",o,o,x
HBase,4446,org.apache.hadoop.hbase.util.HBaseFsck.createZooKeeperWatcher,1739,error,java.lang.String(name)why-java.lang.Throwable(name)e,x,x,x
HBase,4488,org.apache.hadoop.hbase.util.HBaseFsck.exec,3842,warn,java.lang.String(name)Interrupted while sleeping,o,x,o
HBase,4428,org.apache.hadoop.hbase.util.HBaseFsck.fixOrphanTables,1456,warn,"java.lang.String(name)""Strongly recommend to modify the TableDescriptor if necessary for: "" + tableName",o,o,o
HBase,4390,org.apache.hadoop.hbase.util.HBaseFsck.offlineHdfsIntegrityRepair,677,info,"java.lang.String(name)""Successfully exiting integrity repairs after "" + curIter + "" iterations""",o,o,o
HBase,4442,org.apache.hadoop.hbase.util.HBaseFsck.sidelineRegionDir,1604,error,java.lang.String(name)msg,x,x,x
HBase,4493,org.apache.hadoop.hbase.util.HBaseFsckRepair.waitUntilAssigned,136,warn,"java.lang.String(name)Exception when waiting for region to become assigned, retrying-java.io.IOException(name)e",o,o,o
HBase,4330,org.apache.hadoop.hbase.util.HbckTableInfo.handleRegionStartKeyNotEmpty,287,info,"java.lang.String(name)""Table region start key was not empty. Created new empty region: "" + newRegion + "" ""+ region",o,o,o
HBase,4254,org.apache.hadoop.hbase.util.JvmPauseMonitor.run,178,info,"java.lang.String(name)formatMessage(extraSleepTime,gcDiffs)",x,x,x
HBase,4733,org.apache.hadoop.hbase.util.MockServer.abort,74,error,"org.slf4j.Marker(name)HBaseMarkers.FATAL-java.lang.String(name)""Abort why="" + why-java.lang.Throwable(name)e",o,x,o
HBase,4734,org.apache.hadoop.hbase.util.MockServer.stop,81,debug,"java.lang.String(name)""Stop why="" + why",o,x,o
HBase,4728,org.apache.hadoop.hbase.util.MultiThreadedAction.printLocations,511,info,"java.lang.String(name)""LOCATION "" + h",o,x,x
HBase,4723,org.apache.hadoop.hbase.util.MultiThreadedAction.verifyResultAgainstDataGenerator,470,error,"java.lang.String(name)""Error checking data for key ["" + rowKeyStr + ""], mutation checking failed for column family [""+ cfStr+ ""], column [""+ column+ ""]; mutation [""+ mutation+ ""], hashCode [""+ hashCode+ ""], verificationNeeded [""+ verificationNeeded+ ""]""",o,o,o
HBase,4742,org.apache.hadoop.hbase.util.ProcessBasedLocalHBaseCluster.shutdownAllProcesses,260,error,"java.lang.String(name)""Could not read pid from file "" + pidFile",o,o,o
HBase,4752,org.apache.hadoop.hbase.util.ProcessBasedLocalHBaseCluster.startTailingFile,512,debug,"java.lang.String(name)""Tailing "" + filePath",x,x,x
HBase,4744,org.apache.hadoop.hbase.util.ProcessBasedLocalHBaseCluster.writeStringToFile,295,error,"java.lang.String(name)""Error writing to: "" + fileName-java.io.IOException(name)e",o,o,o
HBase,4276,org.apache.hadoop.hbase.util.RegionSplitter.splitScan,731,info,java.lang.String(name)nsfre.toString()-org.apache.hadoop.hbase.client.NoServerForRegionException(name)nsfre,x,x,x
HBase,4310,org.apache.hadoop.hbase.util.ServerCommandLine.logHBaseConfigs,101,info,"java.lang.String(name)key + "": "" + conf.get(key)",x,x,x
HBase,4543,org.apache.hadoop.hbase.wal.AbstractFSWALProvider.getServerNameFromWALDirectoryName,403,warn,"java.lang.String(name)""Cannot parse a server name from path="" + logFile + ""; ""+ ex.getMessage()",o,o,o
HBase,4574,org.apache.hadoop.hbase.wal.AsyncFSWALProvider.createAsyncWriter,117,error,"java.lang.String(name)""The RegionServer async write ahead log provider "" + ""relies on the ability to call "" + e.getMessage() + "" for proper operation during ""+ ""component failures, but the current FileSystem does not support doing so. Please ""+ ""check the config value of '""+ CommonFSUtils.HBASE_WAL_DIR+ ""' and ensure ""+ ""it points to a FileSystem mount that has suitable capabilities for output streams.""",o,o,o
HBase,4539,org.apache.hadoop.hbase.wal.FSHLogProvider.createWriter,83,error,"java.lang.String(name)""The RegionServer write ahead log provider for FileSystem implementations "" + ""relies on the ability to call "" + e.getMessage() + "" for proper operation during ""+ ""component failures, but the current FileSystem does not support doing so. Please ""+ ""check the config value of '""+ CommonFSUtils.HBASE_WAL_DIR+ ""' and ensure ""+ ""it points to a FileSystem mount that has suitable capabilities for output streams.""",o,o,o
HBase,4582,org.apache.hadoop.hbase.wal.LogRecoveredEditsOutputSink.closeWriter,215,trace,java.lang.String(name)Closing {}-org.apache.hadoop.fs.Path(name)wap.path,o,o,o
HBase,4577,org.apache.hadoop.hbase.wal.LogRecoveredEditsOutputSink.deleteOneWithFewerEntries,119,warn,"java.lang.String(name)""Found existing old edits file. It could be the result of a previous failed"" + "" split attempt or we have duplicated wal entries. Deleting "" + dst + "", length=""+ walFS.getFileStatus(dst).getLen()",o,o,o
HBase,4572,org.apache.hadoop.hbase.wal.OutputSink.doRun,208,trace,java.lang.String(name)Writer thread starting,o,o,o
HBase,4598,org.apache.hadoop.hbase.wal.RegionGroupingProvider.getStrategy,113,debug,java.lang.String(name)Exception details for failure to load region grouping strategy.-java.lang.Exception(name)e,o,o,o
HBase,4789,org.apache.hadoop.hbase.wal.WALPerformanceEvaluation.verify,440,info,"java.lang.String(name)""seqid="" + seqid",x,x,x
HBase,4620,org.apache.hadoop.hbase.wal.WALSplitter.getReader,351,warn,"java.lang.String(name)File {} might be still open, length is 0-org.apache.hadoop.fs.Path(name)path",o,o,o
HBase,4619,org.apache.hadoop.hbase.wal.WALSplitter.splitLogFile,331,info,java.lang.String(name)msg,x,x,x
HBase,1365,org.apache.hadoop.hbase.ZKNamespaceManager.refreshNodes,206,trace,"java.lang.String(name)""Updating namespace cache from node "" + namespace + "" with data: ""+ Bytes.toStringBinary(nodeData)",o,o,o
HBase,1370,org.apache.hadoop.hbase.ZNodeClearer.clear,179,warn,java.lang.String(name)Can't connect to zookeeper to read the master znode-java.io.IOException(name)e,o,o,o
HBase,5464,org.apache.hadoop.hbase.zookeeper.MetaTableLocator.waitMetaRegionLocation,194,error,java.lang.String(name)errorMsg,x,x,x
HBase,285,org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient.ReadOnlyZKClient,142,debug,"java.lang.String(name)Connect {} to {} with session timeout={}ms, retries {}, retry interval {}ms, keepAlive={}ms-java.lang.String(name)getId()-java.lang.String(name)connectString-int(name)sessionTimeoutMs-int(name)maxRetries-int(name)retryIntervalMs-int(name)keepAliveTimeMs",x,o,o
HBase,291,org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient.run,335,trace,java.lang.String(name){} to {} inactive for {}ms; closing (Will reconnect when new requests)-java.lang.String(name)getId()-java.lang.String(name)connectString-int(name)keepAliveTimeMs,x,o,o
HBase,5447,org.apache.hadoop.hbase.zookeeper.ZKUtil.createEphemeralNodeAndWatch,969,info,java.lang.String(name)Interrupted-java.lang.InterruptedException(name)e,o,x,o
HBase,5437,org.apache.hadoop.hbase.zookeeper.ZKUtil.getData,613,debug,"java.lang.String(name)zkw.prefix(""Unable to get data of znode "" + znode + "" ""+ ""because node does not exist (not an error)"")",o,o,o
HBase,5430,org.apache.hadoop.hbase.zookeeper.ZKUtil.listChildrenAndWatchForNewChildren,445,debug,"java.lang.String(name)zkw.prefix(""Unable to list children of znode "" + znode + "" ""+ ""because node does not exist (not an error)"")",o,o,o
HBase,5458,org.apache.hadoop.hbase.zookeeper.ZKUtil.logZKTree,2080,debug,java.lang.String(name)Current zk system:,o,o,x
HBase,5459,org.apache.hadoop.hbase.zookeeper.ZKUtil.logZKTree,2082,debug,java.lang.String(name)prefix + root,x,x,x
HBase,5460,org.apache.hadoop.hbase.zookeeper.ZKUtil.logZKTree,2104,debug,java.lang.String(name)prefix + child,x,x,x
JMeter,31,org.apache.jmeter.assertions.BeanShellAssertion.getResult,114,error,java.lang.String(name)BeanShell Jar missing?-java.lang.NoClassDefFoundError(name)ex,o,o,x
JMeter,23,org.apache.jmeter.assertions.XPathAssertion.getResult,95,debug,"java.lang.String(name)Validation is set to {}, Whitespace is set to {}, Tolerant is set to {}-boolean(name)isValidating()-boolean(name)isWhitespace()-boolean(name)isTolerant()",o,o,o
JMeter,71,org.apache.jmeter.config.RandomVariableConfig.getRandomSeedAsLong,212,warn,java.lang.String(name)Cannot parse random seed: '{}' in element {}-java.lang.String(name)randomSeed-java.lang.String(name)getName(),o,o,o
